id,class
24352,14
24353,14
24354,6
24355,19
24356,13
24357,18
24358,6
24359,9
24360,11
24361,8
24362,14
24363,14
24364,13
24365,18
24366,16
24367,15
24368,8
24369,1
24370,19
24371,19
24372,19
24373,18
24374,9
24375,8
24376,19
24377,12
24378,6
24379,13
24380,19
24381,14
24382,3
24383,11
24384,10
24385,4
24386,14
24387,1
24388,1
24389,18
24390,6
24391,13
24392,14
24393,13
24394,19
24395,7
24396,12
24397,12
24398,3
24399,13
24400,15
24401,14
24402,3
24403,13
24404,18
24405,1
24406,19
24407,11
24408,19
24409,11
24410,17
24411,17
24412,16
24413,6
24414,15
24415,12
24416,12
24417,3
24418,17
24419,15
24420,15
24421,12
24422,13
24423,11
24424,1
24425,15
24426,15
24427,3
24428,2
24429,18
24430,18
24431,18
24432,3
24433,13
24434,11
24435,13
24436,3
24437,19
24438,8
24439,17
24440,15
24441,6
24442,15
24443,15
24444,12
24445,3
24446,11
24447,9
24448,10
24449,19
24450,8
24451,1
24452,18
24453,12
24454,16
24455,6
24456,2
24457,8
24458,14
24459,13
24460,18
24461,8
24462,2
24463,17
24464,19
24465,8
24466,19
24467,13
24468,9
24469,2
24470,14
24471,1
24472,4
24473,6
24474,3
24475,14
24476,9
24477,4
24478,1
24479,17
24480,13
24481,16
24482,14
24483,18
24484,11
24485,7
24486,15
24487,4
24488,16
24489,15
24490,13
24491,3
24492,10
24493,10
24494,8
24495,3
24496,19
24497,9
24498,4
24499,19
24500,11
24501,13
24502,13
24503,6
24504,3
24505,17
24506,4
24507,14
24508,3
24509,7
24510,14
24511,19
24512,9
24513,3
24514,3
24515,5
24516,10
24517,1
24518,9
24519,1
24520,18
24521,9
24522,15
24523,13
24524,7
24525,13
24526,2
24527,13
24528,8
24529,13
24530,3
24531,8
24532,15
24533,14
24534,1
24535,7
24536,13
24537,10
24538,2
24539,9
24540,10
24541,6
24542,6
24543,13
24544,19
24545,9
24546,9
24547,13
24548,6
24549,1
24550,7
24551,9
24552,13
24553,14
24554,11
24555,8
24556,3
24557,10
24558,12
24559,6
24560,12
24561,15
24562,9
24563,4
24564,18
24565,17
24566,8
24567,15
24568,9
24569,14
24570,14
24571,19
24572,13
24573,3
24574,11
24575,19
24576,13
24577,8
24578,11
24579,9
24580,1
24581,2
24582,11
24583,9
24584,12
24585,11
24586,4
24587,5
24588,3
24589,7
24590,8
24591,16
24592,6
24593,18
24594,2
24595,13
24596,3
24597,3
24598,19
24599,6
24600,13
24601,13
24602,5
24603,1
24604,4
24605,8
24606,18
24607,3
24608,18
24609,3
24610,3
24611,18
24612,4
24613,10
24614,5
24615,6
24616,2
24617,3
24618,1
24619,2
24620,8
24621,3
24622,3
24623,13
24624,6
24625,11
24626,11
24627,2
24628,7
24629,11
24630,18
24631,15
24632,1
24633,17
24634,7
24635,1
24636,6
24637,18
24638,12
24639,13
24640,13
24641,19
24642,6
24643,8
24644,8
24645,5
24646,15
24647,14
24648,9
24649,11
24650,10
24651,9
24652,16
24653,6
24654,18
24655,19
24656,19
24657,5
24658,10
24659,10
24660,1
24661,12
24662,6
24663,19
24664,7
24665,10
24666,18
24667,8
24668,18
24669,9
24670,15
24671,14
24672,11
24673,14
24674,3
24675,6
24676,12
24677,6
24678,15
24679,6
24680,8
24681,9
24682,3
24683,13
24684,18
24685,1
24686,3
24687,15
24688,1
24689,3
24690,11
24691,19
24692,12
24693,16
24694,10
24695,13
24696,18
24697,12
24698,18
24699,9
24700,9
24701,9
24702,15
24703,13
24704,10
24705,10
24706,15
24707,3
24708,2
24709,9
24710,5
24711,19
24712,13
24713,1
24714,9
24715,16
24716,15
24717,1
24718,19
24719,8
24720,11
24721,9
24722,12
24723,1
24724,8
24725,15
24726,9
24727,8
24728,4
24729,18
24730,6
24731,14
24732,14
24733,13
24734,2
24735,6
24736,9
24737,5
24738,2
24739,19
24740,5
24741,7
24742,11
24743,12
24744,15
24745,17
24746,8
24747,11
24748,8
24749,1
24750,10
24751,3
24752,3
24753,11
24754,9
24755,4
24756,7
24757,14
24758,19
24759,18
24760,1
24761,3
24762,19
24763,14
24764,14
24765,8
24766,8
24767,6
24768,10
24769,3
24770,11
24771,9
24772,18
24773,19
24774,15
24775,11
24776,19
24777,12
24778,14
24779,3
24780,13
24781,19
24782,8
24783,15
24784,9
24785,7
24786,11
24787,13
24788,10
24789,15
24790,8
24791,5
24792,3
24793,13
24794,15
24795,18
24796,1
24797,15
24798,3
24799,5
24800,3
24801,2
24802,3
24803,9
24804,12
24805,15
24806,5
24807,9
24808,3
24809,18
24810,1
24811,1
24812,4
24813,15
24814,2
24815,9
24816,3
24817,8
24818,7
24819,2
24820,15
24821,14
24822,18
24823,18
24824,11
24825,15
24826,10
24827,19
24828,15
24829,12
24830,12
24831,13
24832,3
24833,1
24834,11
24835,14
24836,13
24837,10
24838,5
24839,9
24840,14
24841,3
24842,18
24843,17
24844,6
24845,14
24846,17
24847,13
24848,18
24849,6
24850,18
24851,8
24852,7
24853,12
24854,11
24855,2
24856,3
24857,8
24858,11
24859,9
24860,3
24861,11
24862,15
24863,2
24864,8
24865,15
24866,19
24867,15
24868,14
24869,13
24870,9
24871,1
24872,15
24873,1
24874,19
24875,3
24876,3
24877,11
24878,12
24879,12
24880,14
24881,15
24882,15
24883,3
24884,3
24885,15
24886,9
24887,8
24888,15
24889,7
24890,12
24891,15
24892,13
24893,8
24894,9
24895,2
24896,14
24897,18
24898,3
24899,3
24900,10
24901,4
24902,18
24903,15
24904,4
24905,9
24906,19
24907,6
24908,15
24909,8
24910,14
24911,5
24912,19
24913,6
24914,15
24915,9
24916,8
24917,9
24918,11
24919,4
24920,3
24921,10
24922,9
24923,19
24924,3
24925,11
24926,9
24927,5
24928,11
24929,3
24930,9
24931,13
24932,11
24933,4
24934,14
24935,11
24936,14
24937,13
24938,18
24939,6
24940,5
24941,12
24942,15
24943,19
24944,4
24945,1
24946,14
24947,11
24948,8
24949,14
24950,3
24951,12
24952,9
24953,7
24954,12
24955,7
24956,18
24957,14
24958,1
24959,6
24960,10
24961,11
24962,9
24963,14
24964,8
24965,3
24966,4
24967,15
24968,4
24969,11
24970,4
24971,10
24972,5
24973,9
24974,14
24975,16
24976,8
24977,19
24978,17
24979,18
24980,12
24981,18
24982,10
24983,2
24984,8
24985,14
24986,12
24987,3
24988,1
24989,9
24990,2
24991,11
24992,3
24993,1
24994,10
24995,9
24996,9
24997,5
24998,8
24999,3
25000,3
25001,17
25002,3
25003,16
25004,8
25005,3
25006,3
25007,1
25008,2
25009,8
25010,19
25011,7
25012,6
25013,15
25014,7
25015,19
25016,13
25017,10
25018,15
25019,6
25020,4
25021,9
25022,9
25023,16
25024,9
25025,8
25026,18
25027,13
25028,16
25029,14
25030,2
25031,19
25032,19
25033,19
25034,16
25035,18
25036,5
25037,11
25038,4
25039,19
25040,3
25041,3
25042,18
25043,13
25044,9
25045,12
25046,11
25047,12
25048,9
25049,10
25050,9
25051,13
25052,11
25053,6
25054,7
25055,9
25056,8
25057,6
25058,8
25059,8
25060,1
25061,13
25062,9
25063,12
25064,4
25065,1
25066,13
25067,15
25068,3
25069,18
25070,1
25071,12
25072,5
25073,14
25074,12
25075,13
25076,14
25077,9
25078,14
25079,9
25080,3
25081,14
25082,3
25083,6
25084,11
25085,6
25086,9
25087,18
25088,3
25089,16
25090,3
25091,18
25092,14
25093,3
25094,19
25095,8
25096,14
25097,2
25098,1
25099,19
25100,15
25101,2
25102,13
25103,4
25104,18
25105,14
25106,16
25107,9
25108,7
25109,11
25110,10
25111,2
25112,6
25113,9
25114,10
25115,8
25116,15
25117,1
25118,14
25119,3
25120,9
25121,1
25122,13
25123,13
25124,5
25125,14
25126,14
25127,11
25128,15
25129,15
25130,14
25131,9
25132,6
25133,14
25134,15
25135,8
25136,15
25137,2
25138,10
25139,18
25140,12
25141,9
25142,14
25143,7
25144,12
25145,9
25146,3
25147,17
25148,15
25149,12
25150,15
25151,14
25152,8
25153,15
25154,13
25155,8
25156,4
25157,6
25158,18
25159,18
25160,19
25161,13
25162,12
25163,19
25164,8
25165,16
25166,12
25167,14
25168,2
25169,9
25170,13
25171,17
25172,15
25173,9
25174,9
25175,12
25176,2
25177,18
25178,8
25179,9
25180,16
25181,14
25182,10
25183,1
25184,3
25185,1
25186,11
25187,3
25188,4
25189,1
25190,9
25191,9
25192,6
25193,8
25194,2
25195,18
25196,18
25197,10
25198,9
25199,3
25200,5
25201,14
25202,15
25203,18
25204,11
25205,5
25206,8
25207,7
25208,9
25209,14
25210,9
25211,18
25212,10
25213,9
25214,3
25215,4
25216,9
25217,18
25218,10
25219,6
25220,6
25221,11
25222,3
25223,15
25224,19
25225,7
25226,9
25227,8
25228,15
25229,4
25230,7
25231,13
25232,3
25233,3
25234,17
25235,5
25236,9
25237,7
25238,14
25239,3
25240,8
25241,11
25242,3
25243,4
25244,3
25245,19
25246,8
25247,13
25248,5
25249,9
25250,11
25251,11
25252,18
25253,13
25254,11
25255,12
25256,18
25257,19
25258,18
25259,3
25260,17
25261,9
25262,7
25263,19
25264,1
25265,9
25266,12
25267,3
25268,11
25269,9
25270,12
25271,8
25272,13
25273,14
25274,13
25275,1
25276,7
25277,18
25278,12
25279,11
25280,14
25281,1
25282,11
25283,1
25284,12
25285,1
25286,11
25287,3
25288,9
25289,2
25290,18
25291,6
25292,19
25293,11
25294,9
25295,14
25296,14
25297,10
25298,18
25299,1
25300,8
25301,17
25302,9
25303,3
25304,6
25305,19
25306,3
25307,18
25308,18
25309,15
25310,15
25311,3
25312,19
25313,13
25314,9
25315,1
25316,10
25317,8
25318,11
25319,6
25320,11
25321,12
25322,1
25323,18
25324,8
25325,1
25326,3
25327,1
25328,3
25329,8
25330,3
25331,14
25332,10
25333,12
25334,8
25335,5
25336,7
25337,9
25338,8
25339,3
25340,13
25341,13
25342,4
25343,3
25344,3
25345,16
25346,1
25347,8
25348,3
25349,3
25350,10
25351,18
25352,15
25353,13
25354,3
25355,4
25356,10
25357,6
25358,15
25359,15
25360,15
25361,15
25362,10
25363,9
25364,13
25365,8
25366,15
25367,13
25368,11
25369,8
25370,13
25371,3
25372,11
25373,15
25374,6
25375,16
25376,6
25377,12
25378,4
25379,8
25380,15
25381,9
25382,19
25383,11
25384,5
25385,16
25386,8
25387,10
25388,10
25389,13
25390,2
25391,1
25392,3
25393,9
25394,1
25395,1
25396,3
25397,11
25398,9
25399,17
25400,12
25401,3
25402,14
25403,19
25404,8
25405,8
25406,9
25407,1
25408,3
25409,8
25410,18
25411,8
25412,10
25413,19
25414,5
25415,8
25416,14
25417,8
25418,1
25419,12
25420,3
25421,4
25422,4
25423,11
25424,2
25425,6
25426,10
25427,13
25428,13
25429,15
25430,3
25431,14
25432,17
25433,1
25434,13
25435,13
25436,13
25437,12
25438,4
25439,10
25440,19
25441,3
25442,8
25443,3
25444,13
25445,9
25446,3
25447,19
25448,4
25449,17
25450,1
25451,8
25452,11
25453,14
25454,4
25455,6
25456,11
25457,12
25458,15
25459,9
25460,1
25461,6
25462,6
25463,1
25464,3
25465,18
25466,8
25467,1
25468,8
25469,11
25470,2
25471,11
25472,12
25473,9
25474,13
25475,4
25476,4
25477,18
25478,9
25479,1
25480,1
25481,4
25482,1
25483,17
25484,13
25485,7
25486,8
25487,13
25488,9
25489,13
25490,9
25491,3
25492,15
25493,11
25494,1
25495,2
25496,7
25497,1
25498,6
25499,13
25500,14
25501,6
25502,14
25503,3
25504,18
25505,15
25506,13
25507,14
25508,11
25509,17
25510,15
25511,2
25512,15
25513,19
25514,16
25515,8
25516,19
25517,3
25518,14
25519,4
25520,5
25521,3
25522,6
25523,6
25524,14
25525,15
25526,16
25527,7
25528,14
25529,13
25530,15
25531,7
25532,12
25533,15
25534,1
25535,15
25536,12
25537,13
25538,15
25539,3
25540,16
25541,10
25542,2
25543,14
25544,9
25545,18
25546,17
25547,1
25548,12
25549,14
25550,9
25551,13
25552,13
25553,12
25554,14
25555,3
25556,3
25557,11
25558,5
25559,3
25560,2
25561,14
25562,3
25563,7
25564,19
25565,1
25566,14
25567,14
25568,10
25569,18
25570,8
25571,3
25572,14
25573,8
25574,10
25575,9
25576,9
25577,15
25578,8
25579,18
25580,8
25581,3
25582,3
25583,1
25584,6
25585,17
25586,14
25587,9
25588,3
25589,19
25590,1
25591,11
25592,18
25593,18
25594,16
25595,9
25596,3
25597,13
25598,15
25599,12
25600,6
25601,19
25602,10
25603,9
25604,13
25605,14
25606,2
25607,6
25608,11
25609,14
25610,18
25611,13
25612,14
25613,14
25614,11
25615,6
25616,1
25617,15
25618,12
25619,19
25620,1
25621,2
25622,15
25623,13
25624,14
25625,8
25626,5
25627,13
25628,1
25629,8
25630,19
25631,11
25632,13
25633,7
25634,3
25635,8
25636,15
25637,6
25638,8
25639,9
25640,13
25641,15
25642,8
25643,12
25644,3
25645,5
25646,16
25647,13
25648,15
25649,8
25650,6
25651,6
25652,2
25653,16
25654,1
25655,1
25656,18
25657,13
25658,16
25659,1
25660,16
25661,19
25662,9
25663,10
25664,14
25665,18
25666,8
25667,12
25668,18
25669,19
25670,17
25671,3
25672,11
25673,15
25674,10
25675,8
25676,13
25677,15
25678,9
25679,11
25680,15
25681,13
25682,15
25683,16
25684,3
25685,6
25686,14
25687,9
25688,18
25689,5
25690,9
25691,9
25692,14
25693,9
25694,16
25695,8
25696,15
25697,19
25698,2
25699,18
25700,8
25701,6
25702,1
25703,4
25704,3
25705,9
25706,5
25707,2
25708,15
25709,18
25710,8
25711,10
25712,15
25713,4
25714,16
25715,4
25716,1
25717,9
25718,19
25719,18
25720,1
25721,6
25722,14
25723,3
25724,8
25725,7
25726,13
25727,1
25728,19
25729,9
25730,1
25731,1
25732,8
25733,12
25734,18
25735,2
25736,1
25737,13
25738,13
25739,13
25740,10
25741,1
25742,6
25743,10
25744,9
25745,6
25746,4
25747,15
25748,17
25749,10
25750,11
25751,6
25752,10
25753,16
25754,14
25755,8
25756,16
25757,12
25758,19
25759,8
25760,8
25761,19
25762,7
25763,14
25764,6
25765,13
25766,12
25767,1
25768,9
25769,18
25770,11
25771,15
25772,3
25773,1
25774,18
25775,7
25776,18
25777,6
25778,15
25779,1
25780,17
25781,11
25782,9
25783,5
25784,16
25785,14
25786,19
25787,7
25788,19
25789,8
25790,8
25791,14
25792,18
25793,10
25794,9
25795,12
25796,6
25797,12
25798,3
25799,5
25800,9
25801,13
25802,15
25803,19
25804,15
25805,10
25806,18
25807,10
25808,6
25809,18
25810,18
25811,2
25812,15
25813,7
25814,18
25815,12
25816,6
25817,14
25818,19
25819,9
25820,2
25821,19
25822,13
25823,18
25824,9
25825,3
25826,15
25827,17
25828,14
25829,13
25830,16
25831,9
25832,9
25833,1
25834,13
25835,17
25836,14
25837,8
25838,13
25839,18
25840,16
25841,14
25842,14
25843,14
25844,18
25845,16
25846,14
25847,14
25848,14
25849,18
25850,13
25851,9
25852,12
25853,9
25854,5
25855,16
25856,19
25857,12
25858,3
25859,14
25860,8
25861,15
25862,13
25863,19
25864,13
25865,8
25866,13
25867,10
25868,13
25869,18
25870,16
25871,14
25872,6
25873,18
25874,12
25875,5
25876,11
25877,18
25878,1
25879,15
25880,9
25881,6
25882,13
25883,8
25884,15
25885,6
25886,17
25887,5
25888,15
25889,14
25890,17
25891,9
25892,3
25893,11
25894,9
25895,8
25896,5
25897,4
25898,3
25899,12
25900,11
25901,8
25902,9
25903,14
25904,3
25905,6
25906,9
25907,15
25908,8
25909,15
25910,14
25911,9
25912,12
25913,13
25914,6
25915,6
25916,13
25917,4
25918,9
25919,10
25920,17
25921,6
25922,1
25923,14
25924,11
25925,14
25926,17
25927,10
25928,6
25929,1
25930,11
25931,1
25932,18
25933,19
25934,18
25935,9
25936,18
25937,10
25938,13
25939,14
25940,18
25941,15
25942,3
25943,18
25944,8
25945,8
25946,10
25947,15
25948,4
25949,7
25950,2
25951,14
25952,14
25953,12
25954,3
25955,6
25956,8
25957,15
25958,14
25959,13
25960,18
25961,8
25962,9
25963,18
25964,19
25965,16
25966,4
25967,3
25968,12
25969,8
25970,10
25971,6
25972,13
25973,8
25974,8
25975,13
25976,11
25977,8
25978,3
25979,14
25980,6
25981,16
25982,15
25983,18
25984,3
25985,6
25986,9
25987,12
25988,2
25989,2
25990,5
25991,12
25992,9
25993,13
25994,13
25995,18
25996,18
25997,5
25998,13
25999,6
26000,8
26001,4
26002,12
26003,5
26004,13
26005,3
26006,2
26007,3
26008,3
26009,8
26010,17
26011,7
26012,3
26013,13
26014,6
26015,16
26016,14
26017,18
26018,8
26019,6
26020,19
26021,13
26022,3
26023,17
26024,3
26025,9
26026,10
26027,3
26028,18
26029,15
26030,8
26031,11
26032,3
26033,12
26034,2
26035,1
26036,8
26037,1
26038,8
26039,8
26040,13
26041,19
26042,18
26043,19
26044,15
26045,5
26046,14
26047,1
26048,6
26049,11
26050,19
26051,14
26052,13
26053,13
26054,15
26055,17
26056,4
26057,2
26058,13
26059,6
26060,18
26061,14
26062,12
26063,3
26064,9
26065,4
26066,12
26067,1
26068,13
26069,9
26070,3
26071,12
26072,18
26073,2
26074,10
26075,12
26076,12
26077,4
26078,6
26079,9
26080,1
26081,14
26082,9
26083,15
26084,13
26085,11
26086,15
26087,19
26088,2
26089,12
26090,9
26091,14
26092,8
26093,8
26094,13
26095,13
26096,15
26097,12
26098,18
26099,3
26100,14
26101,13
26102,5
26103,12
26104,4
26105,1
26106,9
26107,10
26108,7
26109,1
26110,5
26111,15
26112,8
26113,13
26114,10
26115,19
26116,15
26117,12
26118,17
26119,6
26120,15
26121,15
26122,6
26123,8
26124,1
26125,15
26126,3
26127,19
26128,10
26129,8
26130,15
26131,8
26132,19
26133,6
26134,18
26135,14
26136,9
26137,13
26138,19
26139,3
26140,15
26141,7
26142,6
26143,14
26144,19
26145,8
26146,8
26147,19
26148,14
26149,14
26150,2
26151,2
26152,6
26153,7
26154,13
26155,2
26156,10
26157,13
26158,3
26159,19
26160,7
26161,17
26162,13
26163,9
26164,3
26165,8
26166,15
26167,6
26168,18
26169,16
26170,4
26171,18
26172,8
26173,1
26174,9
26175,7
26176,12
26177,15
26178,6
26179,8
26180,2
26181,9
26182,9
26183,1
26184,10
26185,9
26186,18
26187,4
26188,15
26189,18
26190,7
26191,2
26192,14
26193,13
26194,7
26195,16
26196,14
26197,13
26198,9
26199,7
26200,3
26201,9
26202,3
26203,17
26204,11
26205,4
26206,8
26207,3
26208,13
26209,4
26210,5
26211,19
26212,17
26213,13
26214,8
26215,11
26216,12
26217,2
26218,8
26219,10
26220,11
26221,9
26222,16
26223,10
26224,18
26225,3
26226,1
26227,9
26228,14
26229,13
26230,9
26231,8
26232,10
26233,6
26234,3
26235,14
26236,1
26237,19
26238,6
26239,6
26240,2
26241,18
26242,13
26243,1
26244,1
26245,1
26246,19
26247,4
26248,13
26249,6
26250,15
26251,15
26252,13
26253,8
26254,15
26255,3
26256,15
26257,13
26258,16
26259,2
26260,1
26261,13
26262,6
26263,5
26264,11
26265,8
26266,14
26267,12
26268,9
26269,6
26270,9
26271,3
26272,13
26273,18
26274,6
26275,2
26276,13
26277,19
26278,6
26279,4
26280,8
26281,4
26282,8
26283,14
26284,12
26285,8
26286,2
26287,9
26288,3
26289,3
26290,14
26291,18
26292,14
26293,5
26294,13
26295,14
26296,16
26297,10
26298,18
26299,10
26300,4
26301,8
26302,18
26303,5
26304,3
26305,14
26306,9
26307,12
26308,6
26309,3
26310,6
26311,17
26312,15
26313,19
26314,13
26315,18
26316,4
26317,12
26318,6
26319,4
26320,15
26321,3
26322,9
26323,19
26324,12
26325,12
26326,14
26327,11
26328,15
26329,6
26330,6
26331,10
26332,4
26333,14
26334,6
26335,13
26336,9
26337,9
26338,13
26339,14
26340,9
26341,17
26342,3
26343,18
26344,6
26345,8
26346,6
26347,9
26348,3
26349,17
26350,6
26351,18
26352,3
26353,12
26354,3
26355,14
26356,3
26357,14
26358,8
26359,6
26360,4
26361,19
26362,12
26363,15
26364,15
26365,3
26366,10
26367,19
26368,14
26369,13
26370,3
26371,18
26372,4
26373,18
26374,13
26375,1
26376,17
26377,13
26378,19
26379,6
26380,6
26381,12
26382,15
26383,8
26384,18
26385,6
26386,13
26387,12
26388,9
26389,3
26390,15
26391,18
26392,6
26393,19
26394,4
26395,15
26396,6
26397,12
26398,15
26399,18
26400,18
26401,10
26402,8
26403,12
26404,8
26405,6
26406,4
26407,19
26408,6
26409,10
26410,12
26411,15
26412,8
26413,15
26414,15
26415,2
26416,1
26417,8
26418,12
26419,5
26420,11
26421,8
26422,13
26423,9
26424,4
26425,16
26426,9
26427,15
26428,13
26429,1
26430,9
26431,12
26432,19
26433,13
26434,19
26435,13
26436,18
26437,14
26438,13
26439,5
26440,12
26441,13
26442,12
26443,13
26444,2
26445,3
26446,6
26447,15
26448,3
26449,15
26450,6
26451,6
26452,16
26453,6
26454,11
26455,14
26456,2
26457,13
26458,10
26459,3
26460,8
26461,9
26462,12
26463,15
26464,9
26465,19
26466,8
26467,3
26468,7
26469,4
26470,9
26471,16
26472,3
26473,3
26474,9
26475,8
26476,13
26477,6
26478,4
26479,11
26480,6
26481,13
26482,15
26483,3
26484,10
26485,3
26486,12
26487,14
26488,10
26489,13
26490,15
26491,15
26492,15
26493,13
26494,15
26495,9
26496,3
26497,12
26498,18
26499,18
26500,13
26501,12
26502,19
26503,3
26504,18
26505,3
26506,6
26507,1
26508,4
26509,13
26510,10
26511,13
26512,9
26513,12
26514,7
26515,1
26516,2
26517,8
26518,9
26519,1
26520,13
26521,4
26522,12
26523,5
26524,14
26525,1
26526,16
26527,3
26528,3
26529,15
26530,4
26531,15
26532,10
26533,15
26534,14
26535,13
26536,13
26537,12
26538,6
26539,16
26540,5
26541,14
26542,17
26543,8
26544,19
26545,6
26546,11
26547,9
26548,8
26549,11
26550,3
26551,12
26552,10
26553,9
26554,15
26555,15
26556,15
26557,9
26558,3
26559,9
26560,7
26561,10
26562,15
26563,18
26564,15
26565,1
26566,1
26567,15
26568,12
26569,6
26570,13
26571,11
26572,19
26573,4
26574,3
26575,19
26576,5
26577,11
26578,10
26579,6
26580,9
26581,13
26582,16
26583,8
26584,15
26585,13
26586,3
26587,17
26588,9
26589,6
26590,1
26591,10
26592,2
26593,18
26594,4
26595,18
26596,15
26597,9
26598,3
26599,6
26600,15
26601,16
26602,15
26603,9
26604,14
26605,2
26606,11
26607,13
26608,18
26609,15
26610,10
26611,13
26612,8
26613,6
26614,6
26615,9
26616,6
26617,12
26618,2
26619,15
26620,12
26621,18
26622,14
26623,15
26624,15
26625,9
26626,8
26627,13
26628,12
26629,3
26630,19
26631,3
26632,9
26633,19
26634,18
26635,12
26636,6
26637,7
26638,12
26639,13
26640,9
26641,12
26642,9
26643,19
26644,1
26645,11
26646,13
26647,8
26648,3
26649,3
26650,10
26651,6
26652,1
26653,15
26654,19
26655,2
26656,1
26657,18
26658,13
26659,8
26660,3
26661,6
26662,12
26663,3
26664,13
26665,14
26666,15
26667,12
26668,4
26669,6
26670,13
26671,19
26672,13
26673,16
26674,2
26675,14
26676,15
26677,17
26678,4
26679,13
26680,19
26681,3
26682,19
26683,16
26684,19
26685,4
26686,12
26687,19
26688,13
26689,8
26690,1
26691,7
26692,19
26693,2
26694,9
26695,1
26696,10
26697,2
26698,19
26699,11
26700,17
26701,18
26702,15
26703,14
26704,19
26705,14
26706,19
26707,8
26708,3
26709,8
26710,17
26711,6
26712,19
26713,10
26714,15
26715,14
26716,10
26717,17
26718,8
26719,17
26720,19
26721,9
26722,11
26723,18
26724,1
26725,19
26726,8
26727,12
26728,4
26729,6
26730,19
26731,18
26732,15
26733,2
26734,9
26735,8
26736,3
26737,13
26738,15
26739,14
26740,19
26741,4
26742,19
26743,14
26744,10
26745,14
26746,15
26747,11
26748,6
26749,6
26750,6
26751,11
26752,17
26753,6
26754,6
26755,17
26756,9
26757,14
26758,15
26759,14
26760,15
26761,8
26762,11
26763,5
26764,3
26765,2
26766,1
26767,9
26768,14
26769,17
26770,6
26771,13
26772,1
26773,14
26774,3
26775,4
26776,11
26777,19
26778,17
26779,9
26780,18
26781,13
26782,15
26783,19
26784,1
26785,3
26786,13
26787,3
26788,8
26789,13
26790,9
26791,16
26792,9
26793,18
26794,13
26795,13
26796,6
26797,19
26798,8
26799,12
26800,15
26801,13
26802,8
26803,1
26804,14
26805,16
26806,6
26807,3
26808,5
26809,12
26810,18
26811,11
26812,2
26813,5
26814,4
26815,18
26816,6
26817,7
26818,6
26819,3
26820,10
26821,14
26822,14
26823,11
26824,8
26825,3
26826,13
26827,8
26828,17
26829,13
26830,18
26831,8
26832,15
26833,16
26834,1
26835,13
26836,3
26837,15
26838,14
26839,3
26840,18
26841,16
26842,7
26843,4
26844,2
26845,18
26846,12
26847,18
26848,18
26849,11
26850,11
26851,17
26852,12
26853,11
26854,17
26855,6
26856,3
26857,6
26858,16
26859,16
26860,14
26861,6
26862,10
26863,4
26864,8
26865,15
26866,5
26867,17
26868,3
26869,10
26870,3
26871,3
26872,2
26873,14
26874,14
26875,2
26876,16
26877,11
26878,4
26879,1
26880,5
26881,1
26882,10
26883,18
26884,7
26885,14
26886,8
26887,9
26888,3
26889,9
26890,13
26891,2
26892,4
26893,7
26894,18
26895,10
26896,7
26897,9
26898,2
26899,15
26900,5
26901,1
26902,10
26903,9
26904,15
26905,1
26906,12
26907,13
26908,10
26909,8
26910,9
26911,4
26912,11
26913,15
26914,8
26915,13
26916,2
26917,10
26918,13
26919,11
26920,18
26921,7
26922,8
26923,13
26924,4
26925,4
26926,3
26927,10
26928,11
26929,10
26930,8
26931,13
26932,9
26933,15
26934,2
26935,6
26936,17
26937,13
26938,18
26939,18
26940,15
26941,8
26942,1
26943,10
26944,1
26945,5
26946,8
26947,13
26948,15
26949,3
26950,18
26951,15
26952,8
26953,19
26954,12
26955,19
26956,8
26957,18
26958,16
26959,14
26960,8
26961,19
26962,8
26963,6
26964,13
26965,16
26966,15
26967,10
26968,6
26969,3
26970,10
26971,9
26972,19
26973,12
26974,10
26975,8
26976,8
26977,7
26978,4
26979,19
26980,8
26981,4
26982,13
26983,8
26984,14
26985,14
26986,15
26987,2
26988,1
26989,19
26990,8
26991,1
26992,11
26993,9
26994,19
26995,14
26996,13
26997,14
26998,15
26999,14
27000,17
27001,3
27002,1
27003,15
27004,16
27005,15
27006,13
27007,15
27008,3
27009,6
27010,11
27011,15
27012,18
27013,3
27014,16
27015,8
27016,19
27017,5
27018,1
27019,17
27020,19
27021,11
27022,3
27023,10
27024,16
27025,13
27026,9
27027,9
27028,11
27029,1
27030,18
27031,3
27032,18
27033,13
27034,9
27035,18
27036,18
27037,3
27038,13
27039,6
27040,11
27041,19
27042,4
27043,18
27044,15
27045,9
27046,15
27047,9
27048,14
27049,6
27050,3
27051,6
27052,1
27053,3
27054,5
27055,9
27056,11
27057,1
27058,18
27059,14
27060,6
27061,11
27062,6
27063,7
27064,8
27065,9
27066,8
27067,18
27068,13
27069,5
27070,14
27071,11
27072,6
27073,1
27074,6
27075,3
27076,6
27077,8
27078,11
27079,2
27080,9
27081,9
27082,5
27083,15
27084,16
27085,19
27086,14
27087,7
27088,3
27089,3
27090,9
27091,19
27092,10
27093,8
27094,12
27095,3
27096,6
27097,11
27098,12
27099,19
27100,8
27101,13
27102,18
27103,15
27104,12
27105,6
27106,9
27107,8
27108,14
27109,1
27110,18
27111,1
27112,15
27113,4
27114,17
27115,8
27116,9
27117,19
27118,6
27119,3
27120,1
27121,15
27122,6
27123,12
27124,3
27125,15
27126,9
27127,15
27128,14
27129,1
27130,3
27131,9
27132,15
27133,8
27134,12
27135,15
27136,13
27137,18
27138,9
27139,13
27140,1
27141,5
27142,13
27143,5
27144,7
27145,4
27146,1
27147,18
27148,12
27149,8
27150,18
